,id,year,week,team,pts_for,opponent,pts_against,wins,cum_season_wins
2627,20190622,2019,6,Sarge,90.72,Benny,75.04,1.0,4.0
2641,20190732,2019,7,Sarge,67.54,Strand,76.48,0.0,4.0
616,20190841,2019,8,Sarge,102.32,Ceej,82.3,1.0,5.0
628,20190941,2019,9,Sarge,89.0,Faber,115.44,0.0,5.0
640,20191041,2019,10,Sarge,101.34,Winks,74.22,1.0,6.0
652,20191141,2019,11,Sarge,62.68,Frank,64.4,0.0,6.0
2654,20191231,2019,12,Sarge,93.56,Gresh,126.28,0.0,6.0
808,20191331,2019,13,Sarge,94.04,Schingen,55.02,1.0,7.0
2677,20191532,2019,15,Sarge,98.0,Strand,85.88,1.0,8.0
2686,20191621,2019,16,Sarge,80.64,Winks,102.34,0.0,8.0
920,20050151,2005,1,Schingen,65.54,Ceej,90.18,0.0,0.0
932,20050251,2005,2,Schingen,65.14,Faber,91.44,0.0,0.0
942,20050341,2005,3,Schingen,98.72,Gresh,98.5,1.0,1.0
9,20050441,2005,4,Schingen,102.88,Benny,97.56,1.0,2.0
19,20050531,2005,5,Schingen,91.38,Rades,103.74,0.0,2.0
26,20050602,2005,6,Schingen,107.68,Lude,75.46,1.0,3.0
40,20050712,2005,7,Schingen,83.04,Winks,76.7,1.0,4.0
68,20050822,2005,8,Schingen,72.0,Strand,108.12,0.0,4.0
83,20050932,2005,9,Schingen,72.58,Ost,69.22,1.0,5.0
131,20051042,2005,10,Schingen,71.2,Frank,94.18,0.0,5.0
145,20051152,2005,11,Schingen,90.7,Sarge,71.62,1.0,6.0
156,20051251,2005,12,Schingen,89.08,Ceej,127.34,0.0,6.0
168,20051351,2005,13,Schingen,67.64,Faber,77.44,0.0,6.0
982,20060152,2006,1,Schingen,88.84,Rades,51.12,1.0,1.0
986,20060212,2006,2,Schingen,107.14,Sarge,107.9,0.0,1.0
296,20060352,2006,3,Schingen,86.44,Strand,80.92,1.0,2.0
302,20060422,2006,4,Schingen,65.92,Ost,76.36,0.0,2.0
327,20060552,2006,5,Schingen,99.78,Frank,84.34,1.0,3.0
335,20060632,2006,6,Schingen,106.56,Winks,103.0,1.0,4.0
352,20060752,2006,7,Schingen,78.64,Faber,83.56,0.0,4.0
362,20060842,2006,8,Schingen,81.24,Ceej,46.84,1.0,5.0
376,20060952,2006,9,Schingen,41.44,Gresh,108.66,0.0,5.0
388,20061052,2006,10,Schingen,119.62,Benny,75.88,1.0,6.0
390,20061102,2006,11,Schingen,108.78,Lude,64.52,1.0,7.0
413,20061252,2006,12,Schingen,59.72,Rades,92.72,0.0,7.0
417,20061312,2006,13,Schingen,65.2,Sarge,82.36,0.0,7.0
429,20061412,2006,14,Schingen,80.56,Ceej,95.96,0.0,7.0
431,20061502,2006,15,Schingen,39.58,Sarge,64.56,0.0,7.0
516,20070112,2007,1,Schingen,57.5,Faber,77.42,0.0,0.0
571,20070222,2007,2,Schingen,110.26,Sarge,124.46,0.0,0.0
583,20070322,2007,3,Schingen,91.14,Winks,73.56,1.0,1.0
1175,20070432,2007,4,Schingen,63.04,Ceej,55.06,1.0,2.0
593,20070532,2007,5,Schingen,98.1,Gresh,82.92,1.0,3.0
607,20070642,2007,6,Schingen,53.44,Strand,94.4,0.0,3.0
667,20070742,2007,7,Schingen,105.6,Benny,72.86,1.0,4.0
678,20070852,2007,8,Schingen,99.5,Rades,100.56,0.0,4.0
689,20070951,2007,9,Schingen,75.48,Frank,113.76,0.0,4.0
692,20071002,2007,10,Schingen,50.06,Lude,79.24,0.0,4.0
706,20071112,2007,11,Schingen,79.16,Ost,55.4,1.0,5.0
726,20071212,2007,12,Schingen,79.06,Faber,106.08,0.0,5.0
740,20071322,2007,13,Schingen,55.88,Sarge,83.98,0.0,5.0
198,20080152,2008,1,Schingen,87.32,Benny,82.0,1.0,1.0
814,20080212,2008,2,Schingen,91.62,Strand,77.84,1.0,2.0
1277,20080352,2008,3,Schingen,115.7,Frank,77.1,1.0,3.0
1283,20080422,2008,4,Schingen,70.1,Winks,84.62,0.0,3.0
831,20080552,2008,5,Schingen,110.22,Ceej,105.48,1.0,4.0
839,20080632,2008,6,Schingen,101.72,Sarge,64.72,1.0,5.0
855,20080752,2008,7,Schingen,88.94,Gresh,106.2,0.0,5.0
865,20080842,2008,8,Schingen,87.24,Ost,97.2,0.0,5.0
879,20080952,2008,9,Schingen,66.66,Rades,117.26,0.0,5.0
904,20081052,2008,10,Schingen,74.08,Faber,86.2,0.0,5.0
906,20081102,2008,11,Schingen,106.3,Lude,93.72,1.0,6.0
963,20081252,2008,12,Schingen,80.54,Benny,67.76,1.0,7.0
967,20081312,2008,13,Schingen,77.1,Strand,69.26,1.0,8.0
978,20081412,2008,14,Schingen,81.06,Gresh,83.0,0.0,8.0
1005,20081512,2008,15,Schingen,65.2,Ost,88.88,0.0,8.0
1068,20090152,2009,1,Schingen,52.88,Sarge,62.72,0.0,0.0
1072,20090212,2009,2,Schingen,107.4,Ceej,83.22,1.0,1.0
1345,20090352,2009,3,Schingen,44.82,Strand,77.62,0.0,1.0
1351,20090422,2009,4,Schingen,53.8,Rades,61.86,0.0,1.0
1369,20090552,2009,5,Schingen,99.54,Ost,80.68,1.0,2.0
1377,20090632,2009,6,Schingen,91.46,Faber,91.02,1.0,3.0
1092,20090752,2009,7,Schingen,98.32,Benny,75.52,1.0,4.0
1102,20090842,2009,8,Schingen,63.6,Winks,94.1,0.0,4.0
1116,20090952,2009,9,Schingen,78.76,Gresh,153.48,0.0,4.0
1128,20091052,2009,10,Schingen,56.02,Frank,101.26,0.0,4.0
1130,20091102,2009,11,Schingen,93.78,Lude,76.32,1.0,5.0
1152,20091252,2009,12,Schingen,78.8,Sarge,89.8,0.0,5.0
1156,20091312,2009,13,Schingen,54.6,Ceej,61.4,0.0,5.0
1293,20100132,2010,1,Schingen,63.08,Benny,83.78,0.0,0.0
1307,20100242,2010,2,Schingen,111.38,Rades,84.96,1.0,1.0
1401,20100342,2010,3,Schingen,71.94,Sarge,79.54,0.0,1.0
1415,20100452,2010,4,Schingen,78.68,Frank,56.22,1.0,2.0
1316,20100551,2010,5,Schingen,92.64,Strand,113.46,0.0,2.0
1328,20100651,2010,6,Schingen,94.5,Ost,105.78,0.0,2.0
1338,20100741,2010,7,Schingen,101.7,Gresh,89.2,1.0,3.0
1391,20100802,2010,8,Schingen,86.94,Faber,87.78,0.0,3.0
1433,20100912,2010,9,Schingen,83.28,Lude,128.5,0.0,3.0
1447,20101022,2010,10,Schingen,97.76,Ceej,129.1,0.0,3.0
453,20101132,2010,11,Schingen,97.66,Winks,83.44,1.0,4.0
1453,20101232,2010,12,Schingen,67.02,Benny,74.88,0.0,4.0
1467,20101342,2010,13,Schingen,77.98,Rades,73.34,1.0,5.0
1475,20101422,2010,14,Schingen,104.42,Rades,52.84,1.0,6.0
1479,20101502,2010,15,Schingen,82.6,Faber,111.48,0.0,6.0
1497,20101632,2010,16,Schingen,73.1,Frank,81.4,0.0,6.0
1580,20110132,2011,1,Schingen,38.8,Ost,60.9,0.0,0.0
1498,20110242,2011,2,Schingen,115.92,Sarge,108.68,1.0,1.0
1600,20110342,2011,3,Schingen,90.06,Rades,84.1,1.0,2.0
1614,20110452,2011,4,Schingen,113.96,Ceej,106.42,1.0,3.0
1625,20110551,2011,5,Schingen,75.32,Frank,62.98,1.0,4.0
1637,20110651,2011,6,Schingen,93.8,Faber,74.28,1.0,5.0
1647,20110741,2011,7,Schingen,99.84,Benny,81.92,1.0,6.0
1652,20110802,2011,8,Schingen,81.8,Lude,100.66,0.0,6.0
1666,20110912,2011,9,Schingen,126.1,Gresh,91.22,1.0,7.0
1680,20111022,2011,10,Schingen,82.5,Strand,91.6,0.0,7.0
1693,20111132,2011,11,Schingen,78.46,Winks,80.46,0.0,7.0
1705,20111232,2011,12,Schingen,68.92,Ost,74.04,0.0,7.0
1719,20111342,2011,13,Schingen,84.74,Sarge,84.06,1.0,8.0
1727,20111422,2011,14,Schingen,99.8,Ost,113.08,0.0,8.0
1741,20111552,2011,15,Schingen,82.8,Ceej,93.8,0.0,8.0
463,20120112,2012,1,Schingen,111.48,Sarge,81.02,1.0,1.0
477,20120222,2012,2,Schingen,127.24,Ost,93.64,1.0,2.0
1767,20120322,2012,3,Schingen,105.42,Ceej,81.5,1.0,3.0
1757,20120432,2012,4,Schingen,108.26,Frank,61.46,1.0,4.0
1778,20120532,2012,5,Schingen,112.56,Winks,111.1,1.0,5.0
1791,20120642,2012,6,Schingen,116.94,Faber,81.04,1.0,6.0
1803,20120742,2012,7,Schingen,69.58,Rades,84.98,0.0,6.0
1817,20120852,2012,8,Schingen,81.18,Benny,93.3,0.0,6.0
1828,20120951,2012,9,Schingen,117.54,Gresh,94.68,1.0,7.0
1831,20121002,2012,10,Schingen,78.86,Lude,100.68,0.0,7.0
1845,20121112,2012,11,Schingen,81.12,Strand,52.06,1.0,8.0
1857,20121212,2012,12,Schingen,126.94,Sarge,109.24,1.0,9.0
1871,20121322,2012,13,Schingen,95.92,Ost,112.82,0.0,9.0
1887,20121502,2012,15,Schingen,61.78,Lude,122.02,0.0,9.0
1903,20121622,2012,16,Schingen,112.52,Sarge,116.6,0.0,9.0
536,20130151,2013,1,Schingen,107.42,Strand,152.58,0.0,0.0
1917,20130251,2013,2,Schingen,127.84,Benny,83.9,1.0,1.0
1927,20130341,2013,3,Schingen,84.52,Rades,75.0,1.0,2.0
1939,20130441,2013,4,Schingen,101.08,Faber,75.24,1.0,3.0
1949,20130531,2013,5,Schingen,84.6,Frank,92.76,0.0,3.0
1956,20130602,2013,6,Schingen,76.88,Lude,125.28,0.0,3.0
1970,20130712,2013,7,Schingen,108.62,Sarge,95.8,1.0,4.0
1984,20130822,2013,8,Schingen,56.2,Gresh,103.38,0.0,4.0
1998,20130932,2013,9,Schingen,125.94,Ost,80.1,1.0,5.0
2012,20131042,2013,10,Schingen,88.92,Winks,91.26,0.0,5.0
2026,20131152,2013,11,Schingen,116.88,Ceej,77.72,1.0,6.0
2037,20131251,2013,12,Schingen,74.72,Strand,105.2,0.0,6.0
2049,20131351,2013,13,Schingen,77.5,Benny,122.0,0.0,6.0
2066,20131532,2013,15,Schingen,118.8,Ost,79.56,1.0,7.0
2077,20131631,2013,16,Schingen,102.54,Frank,114.0,0.0,7.0
2098,20140152,2014,1,Schingen,93.3,Benny,128.32,0.0,0.0
2102,20140212,2014,2,Schingen,96.38,Ost,78.84,1.0,1.0
2122,20140352,2014,3,Schingen,104.1,Frank,69.36,1.0,2.0
2128,20140422,2014,4,Schingen,107.12,Strand,118.58,0.0,2.0
2145,20140552,2014,5,Schingen,72.58,Winks,123.26,0.0,2.0
2153,20140632,2014,6,Schingen,105.3,Gresh,98.12,1.0,3.0
2169,20140752,2014,7,Schingen,91.36,Sarge,94.88,0.0,3.0
2179,20140842,2014,8,Schingen,122.9,Rades,99.14,1.0,4.0
2193,20140952,2014,9,Schingen,140.96,Faber,76.16,1.0,5.0
2205,20141052,2014,10,Schingen,124.38,Ceej,98.5,1.0,6.0
2207,20141102,2014,11,Schingen,92.32,Lude,77.22,1.0,7.0
766,20141252,2014,12,Schingen,104.32,Benny,65.94,1.0,8.0
770,20141312,2014,13,Schingen,118.0,Ost,51.1,1.0,9.0
2239,20141532,2014,15,Schingen,60.68,Gresh,99.7,0.0,9.0
2249,20141622,2014,16,Schingen,50.96,Winks,111.92,0.0,9.0
2286,20150152,2015,1,Schingen,79.92,Winks,73.44,1.0,1.0
2290,20150212,2015,2,Schingen,118.0,Frank,91.34,1.0,2.0
2310,20150352,2015,3,Schingen,97.94,Sarge,105.18,0.0,2.0
2316,20150422,2015,4,Schingen,100.88,Strand,82.26,1.0,3.0
2335,20150552,2015,5,Schingen,114.84,Faber,100.5,1.0,4.0
2343,20150632,2015,6,Schingen,112.64,Ceej,86.1,1.0,5.0
2359,20150752,2015,7,Schingen,123.3,Rades,120.48,1.0,6.0
2369,20150842,2015,8,Schingen,102.66,Gresh,71.04,1.0,7.0
2383,20150952,2015,9,Schingen,112.42,Benny,126.98,0.0,7.0
2395,20151052,2015,10,Schingen,97.24,Ost,69.04,1.0,8.0
2397,20151102,2015,11,Schingen,86.68,Lude,96.6,0.0,8.0
2419,20151252,2015,12,Schingen,103.94,Winks,113.3,0.0,8.0
2423,20151312,2015,13,Schingen,115.54,Frank,103.62,1.0,9.0
207,20151502,2015,15,Schingen,92.16,Lude,80.9,1.0,10.0
225,20151632,2015,16,Schingen,107.8,Benny,121.02,0.0,10.0
715,20160112,2016,1,Schingen,102.22,Ceej,100.96,1.0,1.0
496,20160222,2016,2,Schingen,85.0,Frank,108.46,0.0,1.0
786,20160322,2016,3,Schingen,115.7,Ost,91.92,1.0,2.0
800,20160432,2016,4,Schingen,81.22,Rades,98.12,0.0,2.0
1020,20160532,2016,5,Schingen,83.0,Gresh,113.66,0.0,2.0
1034,20160642,2016,6,Schingen,77.3,Winks,80.2,0.0,2.0
1046,20160742,2016,7,Schingen,86.84,Sarge,83.08,1.0,3.0
1060,20160852,2016,8,Schingen,70.62,Faber,100.78,0.0,3.0
1203,20160951,2016,9,Schingen,84.88,Strand,106.06,0.0,3.0
1206,20161002,2016,10,Schingen,125.62,Lude,95.54,1.0,4.0
1220,20161112,2016,11,Schingen,111.08,Benny,90.94,1.0,5.0
1232,20161212,2016,12,Schingen,72.94,Ceej,75.24,0.0,5.0
1246,20161322,2016,13,Schingen,93.98,Frank,87.5,1.0,6.0
1512,20161532,2016,15,Schingen,74.06,Rades,63.48,1.0,7.0
1524,20161632,2016,16,Schingen,119.8,Winks,85.46,1.0,8.0
2256,20170142,2017,1,Schingen,98.84,Rades,69.04,1.0,1.0
2266,20170252,2017,2,Schingen,101.4,Sarge,76.18,1.0,2.0
227,20170351,2017,3,Schingen,120.1,Strand,94.56,1.0,3.0
238,20170442,2017,4,Schingen,76.74,Gresh,85.82,0.0,3.0
246,20170522,2017,5,Schingen,44.58,Ceej,91.94,0.0,3.0
1529,20170632,2017,6,Schingen,55.58,Ost,108.02,0.0,3.0
1531,20170752,2017,7,Schingen,93.12,Faber,60.86,1.0,4.0
1533,20170802,2017,8,Schingen,82.14,Lude,106.38,0.0,4.0
1551,20170932,2017,9,Schingen,86.76,Frank,78.32,1.0,5.0
99,20171012,2017,10,Schingen,78.36,Benny,84.94,0.0,5.0
119,20171152,2017,11,Schingen,88.92,Winks,76.08,1.0,6.0
129,20171242,2017,12,Schingen,78.58,Rades,78.92,0.0,6.0
1569,20171352,2017,13,Schingen,70.32,Sarge,68.6,1.0,7.0
2438,20171422,2017,14,Schingen,83.74,Rades,82.26,1.0,8.0
2446,20171522,2017,15,Schingen,101.54,Frank,64.08,1.0,9.0
2458,20171622,2017,16,Schingen,91.48,Ceej,77.56,1.0,10.0
261,20180122,2018,1,Schingen,105.36,Ceej,128.14,0.0,0.0
269,20180202,2018,2,Schingen,85.7,Lude,105.36,0.0,0.0
2463,20180332,2018,3,Schingen,55.94,Frank,91.74,0.0,0.0
2477,20180451,2018,4,Schingen,114.88,Strand,91.96,1.0,1.0
2488,20180542,2018,5,Schingen,82.54,Rades,88.66,0.0,1.0
891,20180632,2018,6,Schingen,98.92,Ost,104.08,0.0,1.0
2499,20180742,2018,7,Schingen,106.56,Gresh,153.12,0.0,1.0
2505,20180812,2018,8,Schingen,73.46,Benny,110.84,0.0,1.0
2525,20180952,2018,9,Schingen,92.86,Sarge,94.4,0.0,1.0
2537,20181052,2018,10,Schingen,113.32,Winks,114.2,0.0,1.0
544,20181152,2018,11,Schingen,67.7,Faber,98.62,0.0,1.0
550,20181222,2018,12,Schingen,85.48,Ceej,70.52,1.0,2.0
558,20181302,2018,13,Schingen,55.34,Lude,54.04,1.0,3.0
2551,20181422,2018,14,Schingen,40.52,Ost,48.9,0.0,3.0
2559,20181522,2018,15,Schingen,79.0,Ceej,77.66,1.0,4.0
2579,20190122,2019,1,Schingen,59.92,Strand,80.6,0.0,0.0
2593,20190232,2019,2,Schingen,74.42,Sarge,90.12,0.0,0.0
2605,20190332,2019,3,Schingen,78.02,Faber,143.84,0.0,0.0
2619,20190442,2019,4,Schingen,74.7,Winks,104.08,0.0,0.0
509,20190542,2019,5,Schingen,128.72,Frank,64.96,1.0,1.0
2633,20190652,2019,6,Schingen,98.6,Gresh,94.72,1.0,2.0
2644,20190751,2019,7,Schingen,84.26,Ceej,56.96,1.0,3.0
618,20190851,2019,8,Schingen,86.1,Rades,52.12,1.0,4.0
621,20190902,2019,9,Schingen,64.36,Lude,91.3,0.0,4.0
635,20191012,2019,10,Schingen,129.76,Ost,98.92,1.0,5.0
649,20191122,2019,11,Schingen,86.38,Benny,76.6,1.0,6.0
2653,20191222,2019,12,Schingen,46.38,Strand,77.94,0.0,6.0
809,20191332,2019,13,Schingen,55.02,Sarge,94.04,0.0,6.0
2668,20191431,2019,14,Schingen,93.66,Rades,86.92,1.0,7.0
2675,20191522,2019,15,Schingen,75.26,Benny,43.04,1.0,8.0
2689,20191632,2019,16,Schingen,58.62,Frank,126.56,0.0,8.0
912,20050111,2005,1,Strand,77.5,Rades,101.58,0.0,0.0
923,20050202,2005,2,Strand,64.62,Lude,101.18,0.0,0.0
937,20050312,2005,3,Strand,92.8,Winks,76.48,1.0,1.0
5,20050421,2005,4,Strand,84.02,Ceej,118.86,0.0,1.0
17,20050521,2005,5,Strand,65.94,Ost,87.6,0.0,1.0
29,20050621,2005,6,Strand,77.38,Frank,112.58,0.0,1.0
41,20050721,2005,7,Strand,101.34,Sarge,107.36,0.0,1.0
67,20050821,2005,8,Strand,108.12,Schingen,72.0,1.0,2.0
80,20050921,2005,9,Strand,62.6,Faber,110.4,0.0,2.0
92,20051021,2005,10,Strand,59.9,Gresh,119.86,0.0,2.0
138,20051121,2005,11,Strand,110.36,Benny,103.5,1.0,3.0
148,20051211,2005,12,Strand,73.84,Rades,116.62,0.0,3.0
159,20051302,2005,13,Strand,55.64,Lude,107.22,0.0,3.0
980,20060142,2006,1,Strand,99.08,Benny,73.34,1.0,1.0
994,20060252,2006,2,Strand,137.08,Rades,86.5,1.0,2.0
295,20060351,2006,3,Strand,80.92,Schingen,86.44,0.0,2.0
307,20060451,2006,4,Strand,65.4,Frank,104.68,0.0,2.0
324,20060541,2006,5,Strand,92.2,Faber,72.8,1.0,3.0
336,20060641,2006,6,Strand,95.64,Gresh,90.52,1.0,4.0
341,20060702,2006,7,Strand,113.3,Lude,107.38,1.0,5.0
356,20060812,2006,8,Strand,103.94,Sarge,75.22,1.0,6.0
370,20060922,2006,9,Strand,58.0,Ost,88.82,0.0,6.0
384,20061032,2006,10,Strand,128.2,Winks,48.64,1.0,7.0
398,20061142,2006,11,Strand,117.0,Ceej,66.22,1.0,8.0
411,20061242,2006,12,Strand,104.8,Benny,103.16,1.0,9.0
425,20061352,2006,13,Strand,102.76,Rades,81.98,1.0,10.0
435,20061522,2006,15,Strand,63.24,Ceej,98.48,0.0,10.0
437,20061602,2006,16,Strand,91.26,Ost,66.1,1.0,11.0
522,20070142,2007,1,Strand,62.06,Ceej,67.18,0.0,0.0
577,20070252,2007,2,Strand,134.44,Gresh,144.52,0.0,0.0
588,20070351,2007,3,Strand,71.38,Frank,114.6,0.0,0.0
1178,20070451,2007,4,Strand,73.86,Benny,62.52,1.0,1.0
594,20070541,2007,5,Strand,75.94,Rades,107.24,0.0,1.0
606,20070641,2007,6,Strand,94.4,Schingen,53.44,1.0,2.0
659,20070702,2007,7,Strand,86.34,Lude,116.98,0.0,2.0
670,20070812,2007,8,Strand,88.6,Ost,93.78,0.0,2.0
684,20070922,2007,9,Strand,89.24,Faber,95.3,0.0,2.0
698,20071032,2007,10,Strand,82.34,Sarge,82.74,0.0,2.0
720,20071142,2007,11,Strand,74.66,Winks,114.02,0.0,2.0
732,20071242,2007,12,Strand,92.52,Ceej,104.84,0.0,2.0
746,20071352,2007,13,Strand,113.32,Gresh,98.28,1.0,3.0
188,20080102,2008,1,Strand,55.66,Lude,44.26,1.0,1.0
201,20080211,2008,2,Strand,77.84,Schingen,91.62,0.0,1.0
1268,20080311,2008,3,Strand,97.0,Winks,114.34,0.0,1.0
1280,20080411,2008,4,Strand,83.4,Sarge,115.14,0.0,1.0
822,20080511,2008,5,Strand,99.46,Ost,81.4,1.0,2.0
834,20080611,2008,6,Strand,144.64,Faber,70.1,1.0,3.0
846,20080711,2008,7,Strand,68.82,Benny,78.82,0.0,3.0
858,20080811,2008,8,Strand,81.14,Frank,91.54,0.0,3.0
870,20080911,2008,9,Strand,70.76,Ceej,90.76,0.0,3.0
882,20081011,2008,10,Strand,58.84,Gresh,59.18,0.0,3.0
907,20081111,2008,11,Strand,63.96,Rades,101.56,0.0,3.0
953,20081202,2008,12,Strand,111.82,Lude,91.32,1.0,4.0
966,20081311,2008,13,Strand,69.26,Schingen,77.1,0.0,4.0
1066,20090142,2009,1,Strand,92.98,Frank,112.86,0.0,0.0
1080,20090252,2009,2,Strand,60.8,Sarge,77.02,0.0,0.0
1344,20090351,2009,3,Strand,77.62,Schingen,44.82,1.0,1.0
1356,20090451,2009,4,Strand,81.16,Ost,88.58,0.0,1.0
1366,20090541,2009,5,Strand,86.44,Benny,83.82,1.0,2.0
1378,20090641,2009,6,Strand,135.9,Gresh,100.8,1.0,3.0
1383,20090702,2009,7,Strand,111.52,Lude,112.64,0.0,3.0
1096,20090812,2009,8,Strand,78.66,Ceej,82.68,0.0,3.0
1110,20090922,2009,9,Strand,66.0,Rades,81.24,0.0,3.0
1124,20091032,2009,10,Strand,75.6,Faber,80.56,0.0,3.0
1138,20091142,2009,11,Strand,86.64,Winks,120.92,0.0,3.0
1150,20091242,2009,12,Strand,83.98,Frank,72.7,1.0,4.0
1164,20091352,2009,13,Strand,120.62,Sarge,123.12,0.0,4.0
1297,20100152,2010,1,Strand,100.84,Sarge,81.92,1.0,1.0
1301,20100212,2010,2,Strand,82.9,Lude,101.16,0.0,1.0
1403,20100352,2010,3,Strand,114.34,Frank,131.18,0.0,1.0
1409,20100422,2010,4,Strand,93.54,Ceej,48.04,1.0,2.0
1317,20100552,2010,5,Strand,113.46,Schingen,92.64,1.0,3.0
1325,20100632,2010,6,Strand,77.06,Winks,82.0,0.0,3.0
1389,20100752,2010,7,Strand,109.22,Ost,90.74,1.0,4.0
1427,20100842,2010,8,Strand,89.36,Benny,74.7,1.0,5.0
1441,20100952,2010,9,Strand,80.64,Gresh,91.36,0.0,5.0
445,20101052,2010,10,Strand,93.94,Rades,76.28,1.0,6.0
447,20101102,2010,11,Strand,65.18,Faber,130.52,0.0,6.0
1457,20101252,2010,12,Strand,107.88,Sarge,84.54,1.0,7.0
1461,20101312,2010,13,Strand,98.08,Lude,111.1,0.0,7.0
1473,20101412,2010,14,Strand,73.34,Benny,70.14,1.0,8.0
1489,20101552,2010,15,Strand,89.32,Ost,75.36,1.0,9.0
1495,20101622,2010,16,Strand,95.98,Ceej,77.88,1.0,10.0
1575,20110111,2011,1,Strand,127.16,Benny,103.18,1.0,1.0
1586,20110202,2011,2,Strand,143.9,Lude,124.4,1.0,2.0
1594,20110312,2011,3,Strand,91.38,Gresh,137.76,0.0,2.0
1607,20110421,2011,4,Strand,112.48,Frank,67.14,1.0,3.0
1619,20110521,2011,5,Strand,94.08,Winks,92.94,1.0,4.0
1631,20110621,2011,6,Strand,82.68,Ost,93.0,0.0,4.0
1643,20110721,2011,7,Strand,93.24,Sarge,87.94,1.0,5.0
1655,20110821,2011,8,Strand,113.42,Rades,91.06,1.0,6.0
1667,20110921,2011,9,Strand,129.46,Ceej,99.48,1.0,7.0
1679,20111021,2011,10,Strand,91.6,Schingen,82.5,1.0,8.0
1690,20111121,2011,11,Strand,119.08,Faber,73.7,1.0,9.0
1700,20111211,2011,12,Strand,108.34,Benny,85.94,1.0,10.0
1711,20111302,2011,13,Strand,111.76,Lude,125.18,0.0,10.0
1734,20111521,2011,15,Strand,108.26,Ost,98.84,1.0,11.0
1744,20111611,2011,16,Strand,92.5,Faber,93.66,0.0,11.0
461,20120102,2012,1,Strand,96.02,Lude,86.64,1.0,1.0
474,20120211,2012,2,Strand,123.5,Gresh,95.24,1.0,2.0
486,20120311,2012,3,Strand,74.62,Sarge,109.78,0.0,2.0
1752,20120411,2012,4,Strand,114.46,Ost,131.12,0.0,2.0
1764,20120511,2012,5,Strand,120.86,Ceej,104.3,1.0,3.0
1785,20120611,2012,6,Strand,83.82,Frank,73.14,1.0,4.0
1796,20120711,2012,7,Strand,79.58,Winks,118.58,0.0,4.0
1808,20120811,2012,8,Strand,81.18,Faber,111.28,0.0,4.0
1820,20120911,2012,9,Strand,68.7,Rades,100.52,0.0,4.0
1832,20121011,2012,10,Strand,79.0,Benny,86.94,0.0,4.0
1844,20121111,2012,11,Strand,52.06,Schingen,81.12,0.0,4.0
1855,20121202,2012,12,Strand,67.9,Lude,98.22,0.0,4.0
1868,20121311,2012,13,Strand,105.1,Gresh,83.44,1.0,5.0
1888,20121511,2012,15,Strand,75.34,Ceej,90.2,0.0,5.0
1900,20121611,2012,16,Strand,57.9,Faber,104.32,0.0,5.0
537,20130152,2013,1,Strand,152.58,Schingen,107.42,1.0,1.0
1910,20130212,2013,2,Strand,86.18,Sarge,107.78,0.0,1.0
1930,20130352,2013,3,Strand,94.36,Benny,111.14,0.0,1.0
1936,20130422,2013,4,Strand,111.08,Gresh,124.62,0.0,1.0
1954,20130552,2013,5,Strand,87.16,Rades,60.32,1.0,2.0
1962,20130632,2013,6,Strand,52.5,Ost,83.56,0.0,2.0
1978,20130752,2013,7,Strand,88.84,Faber,126.52,0.0,2.0
1988,20130842,2013,8,Strand,102.86,Winks,62.22,1.0,3.0
2002,20130952,2013,9,Strand,74.22,Frank,26.68,1.0,4.0
2014,20131052,2013,10,Strand,87.8,Ceej,47.92,1.0,5.0
2016,20131102,2013,11,Strand,72.82,Lude,120.26,0.0,5.0
2038,20131252,2013,12,Strand,105.2,Schingen,74.72,1.0,6.0
2042,20131312,2013,13,Strand,164.52,Sarge,79.8,1.0,7.0
2058,20131432,2013,14,Strand,117.58,Faber,86.06,1.0,8.0
2070,20131552,2013,15,Strand,91.56,Benny,98.18,0.0,8.0
2072,20131602,2013,16,Strand,108.9,Lude,80.84,1.0,9.0
2089,20140111,2014,1,Strand,65.96,Faber,85.46,0.0,0.0
2100,20140202,2014,2,Strand,97.64,Lude,52.82,1.0,1.0
2114,20140312,2014,3,Strand,95.48,Ost,70.74,1.0,2.0
2127,20140421,2014,4,Strand,118.58,Schingen,107.12,1.0,3.0
2138,20140521,2014,5,Strand,84.44,Gresh,115.92,0.0,3.0
2150,20140621,2014,6,Strand,133.86,Rades,78.84,1.0,4.0
2162,20140721,2014,7,Strand,96.9,Ceej,99.12,0.0,4.0
2174,20140821,2014,8,Strand,138.82,Benny,88.38,1.0,5.0
2186,20140921,2014,9,Strand,86.44,Frank,83.72,1.0,6.0
2198,20141021,2014,10,Strand,120.9,Winks,139.74,0.0,6.0
2210,20141121,2014,11,Strand,119.04,Sarge,89.2,1.0,7.0
2220,20141211,2014,12,Strand,97.66,Faber,82.6,1.0,8.0
768,20141302,2014,13,Strand,92.02,Lude,96.24,0.0,8.0
2226,20141411,2014,14,Strand,84.88,Ceej,108.32,0.0,8.0
2236,20141521,2014,15,Strand,51.5,Rades,90.14,0.0,8.0
2277,20150111,2015,1,Strand,102.72,Benny,92.7,1.0,1.0
2288,20150202,2015,2,Strand,96.94,Lude,96.66,1.0,2.0
2302,20150312,2015,3,Strand,89.62,Frank,86.96,1.0,3.0
2315,20150421,2015,4,Strand,82.26,Schingen,100.88,0.0,3.0
2327,20150521,2015,5,Strand,99.0,Ceej,67.44,1.0,4.0
2340,20150621,2015,6,Strand,87.98,Gresh,60.42,1.0,5.0
